index,price,returns,volatility
99,79.91369912,-0.01198962,0.01218943
100,79.58930717,-0.00406754,0.01227477
101,79.24091950,-0.00438693,0.01182049
102,78.51221974,-0.00923855,0.01143197
103,78.90686707,0.00501398,0.01138514
104,78.36511085,-0.00688945,0.01107665
105,78.81926004,0.00577857,0.01091031
106,80.11806498,0.01634398,0.01070135
107,80.56236258,0.00553022,0.01157815
108,80.90812630,0.00428269,0.01126960
109,79.62081620,-0.01603870,0.01094474
110,79.87994627,0.00324927,0.01172788
111,80.19236712,0.00390350,0.01131227
112,79.36141847,-0.01041600,0.01096796
113,79.43689809,0.00095064,0.01109509
114,79.95776588,0.00653560,0.01071103
115,79.37580195,-0.00730501,0.01057302
116,78.56235152,-0.01030096,0.01050508
117,78.48277718,-0.00101339,0.01069646
118,78.23360040,-0.00317997,0.01036121
119,77.75015596,-0.00619867,0.01011251
120,79.57317435,0.02317647,0.01003821
121,80.98825508,0.01762711,0.01222153
122,81.36545049,0.00464660,0.01296273
123,81.86397145,0.00610824,0.01244936
124,82.00552446,0.00172763,0.01206108
125,81.27467994,-0.00895209,0.01157358
126,81.72450914,0.00551942,0.01148345
127,81.30891600,-0.00509827,0.01118640
128,82.20621518,0.01097523,0.01090708
129,82.87795564,0.00813820,0.01109799
130,83.57347666,0.00835709,0.01101424
131,82.12999722,-0.01742288,0.01095904
132,81.40590563,-0.00885550,0.01193487
133,82.29561443,0.01087000,0.01178631
134,80.51369030,-0.02189058,0.01182773
135,81.43950198,0.01143320,0.01329777
136,80.92592113,-0.00632626,0.01316730
137,80.66898105,-0.00318005,0.01270328
138,80.06278130,-0.00754303,0.01217286
139,78.64169718,-0.01790904,0.01190133
140,77.84086595,-0.01023549,0.01274632
141,79.18577204,0.01713007,0.01259265
142,80.85374964,0.02084533,0.01319593
143,81.04816054,0.00240159,0.01419385
144,82.32254201,0.01560142,0.01348415
145,82.97757330,0.00792540,0.01374371
146,82.44672254,-0.00641807,0.01329802
147,81.60805321,-0.01022435,0.01282306
148,82.02234013,0.00506370,0.01265780
149,82.02041249,-0.00002350,0.01219635
150,81.76723582,-0.00309153,0.01168069
151,82.87900690,0.01350517,0.01126625
152,84.21373134,0.01597619,0.01166740
153,84.59372328,0.00450208,0.01229767
154,84.49015226,-0.00122508,0.01185642
155,83.46943097,-0.01215452,0.01138590
156,82.86231417,-0.00730010,0.01161749
157,81.84616827,-0.01233888,0.01140396
158,81.19537382,-0.00798322,0.01165193
159,81.81175281,0.00756264,0.01147935
160,81.95467359,0.00174542,0.01130171
161,82.04216050,0.00106693,0.01090293
162,81.49480637,-0.00669397,0.01054309
163,82.06258835,0.00694294,0.01043859
164,82.24451280,0.00221445,0.01036532
165,82.09497067,-0.00181992,0.01009031
166,83.12696964,0.01249244,0.00984243
167,83.30935291,0.00219163,0.01038983
168,83.09491300,-0.00257734,0.01011121
169,82.80558101,-0.00348802,0.00987752
170,82.18564367,-0.00751483,0.00970295
171,84.45542681,0.02724327,0.00978122
172,87.56687172,0.03617885,0.01286628
173,85.98283287,-0.01825509,0.01678097
174,86.01736360,0.00040152,0.01681325
175,85.99524680,-0.00025715,0.01582083
176,84.29851963,-0.01992772,0.01492517
177,85.20635453,0.01071171,0.01546150
178,83.09562379,-0.02508398,0.01498911
179,84.57361190,0.01763026,0.01624478
180,82.89797971,-0.02001161,0.01629084
181,81.50014414,-0.01700590,0.01660209
182,81.93926346,0.00537349,0.01652891
183,80.67331486,-0.01557043,0.01565604
184,81.70218743,0.01267293,0.01557526
185,82.28831093,0.00714829,0.01524010
186,82.05307415,-0.00286278,0.01457846
187,82.33065047,0.00337718,0.01383731
188,80.69066149,-0.02012061,0.01318678
189,80.35844358,-0.00412568,0.01408160
190,80.03411124,-0.00404424,0.01342571
191,80.28391406,0.00311634,0.01283931
192,82.95481447,0.03272678,0.01229194
193,82.85066656,-0.00125627,0.01566947
194,82.94024369,0.00108060,0.01479393
195,82.16555726,-0.00938419,0.01400528
196,84.31617261,0.02583749,0.01362102
197,84.48911348,0.00204900,0.01531208
198,85.82566139,0.01569535,0.01448139
199,87.82145838,0.02298783,0.01459070
200,84.75785661,-0.03550743,0.01561407
201,85.49679688,0.00868047,0.01852855
202,86.38100524,0.01028889,0.01758824
203,84.64929599,-0.02025101,0.01683836
204,85.33552216,0.00807401,0.01708833
205,87.01699946,0.01951269,0.01627048
206,87.15055420,0.00153364,0.01652555
207,88.07429144,0.01054355,0.01556807
208,87.25195840,-0.00938067,0.01507072
209,88.18942920,0.01068710,0.01455532
210,88.64254782,0.00512486,0.01419508
211,88.14868878,-0.00558693,0.01356103
212,86.76180081,-0.01585859,0.01301683
213,86.13325703,-0.00727084,0.01338550
214,85.95030315,-0.00212634,0.01294536
215,84.89189736,-0.01239061,0.01236516
216,84.76898807,-0.00144888,0.01246256
217,82.06145991,-0.03246129,0.01192593
218,84.21208192,0.02586992,0.01537099
219,85.04289269,0.00981735,0.01666591
220,86.62755602,0.01846221,0.01599149
221,87.44647612,0.00940894,0.01616953
222,86.59130039,-0.00982755,0.01552703
223,89.10471739,0.02861292,0.01498611
224,89.10691876,0.00002471,0.01681564
225,90.11733450,0.01127555,0.01582248
226,88.85323320,-0.01412659,0.01534641
227,88.87919332,0.00029213,0.01517041
228,90.62578627,0.01946072,0.01433976
229,88.95660878,-0.01859008,0.01492167
230,90.50544167,0.01726127,0.01529108
231,90.95305594,0.00493353,0.01544473
232,90.25013983,-0.00775836,0.01466945
233,91.53381253,0.01412329,0.01410436
234,91.99424615,0.00501759,0.01410815
235,92.01806961,0.00025893,0.01347967
236,92.34508881,0.00354756,0.01282392
237,91.39046408,-0.01039138,0.01228998
238,90.25417127,-0.01251133,0.01221413
239,89.89659214,-0.00396978,0.01234749
240,90.66289045,0.00848809,0.01188139
241,89.61961942,-0.01157386,0.01171312
242,89.72452613,0.00116989,0.01183271
243,91.45377928,0.01908954,0.01136433
244,92.33536432,0.00959351,0.01249867
245,93.96793630,0.01752641,0.01232833
246,94.06126644,0.00099272,0.01303484
247,95.70658774,0.01734079,0.01243059
248,91.71660748,-0.04258366,0.01309244
249,92.13956375,0.00460096,0.01835857
250,91.41621543,-0.00788155,0.01728000
251,91.37331556,-0.00046939,0.01643230
252,88.49962684,-0.03195515,0.01547706
253,86.60695526,-0.02161821,0.01776856
254,88.93172092,0.02648877,0.01803048
255,88.34512266,-0.00661790,0.01888118
256,90.20374523,0.02081996,0.01781583
257,93.80655009,0.03916374,0.01797610
258,95.71195274,0.02010850,0.02092962
259,97.43163689,0.01780778,0.02056154
260,96.45526472,-0.01007165,0.02002678
261,95.16622070,-0.01345427,0.01900145
262,92.46635811,-0.02878017,0.01830296
263,91.21094251,-0.01367001,0.01943138
264,93.21980772,0.02178535,0.01869836
265,93.51810569,0.00319483,0.01883201
266,96.22798155,0.02856512,0.01767678
267,93.69135677,-0.02671424,0.01889960
268,91.20996801,-0.02684175,0.01962093
269,92.35859348,0.01251457,0.02023071
270,92.29591652,-0.00067886,0.01932746
271,93.81215521,0.01629453,0.01809874
272,91.37738279,-0.02629644,0.01774770
273,94.86971913,0.03750658,0.01862482
274,96.29859735,0.01494918,0.02110748
275,96.45897091,0.00166399,0.02027424
276,97.79475899,0.01375324,0.01896483
277,95.76480108,-0.02097579,0.01829290
278,93.78762962,-0.02086223,0.01839658
279,94.50371771,0.00760621,0.01847139
280,94.40131625,-0.00108416,0.01748711
281,96.94027563,0.02654006,0.01643309
282,97.15413636,0.00220368,0.01760617
283,95.60104575,-0.01611499,0.01655192
284,94.62195986,-0.01029418,0.01639636
285,94.72569691,0.00109573,0.01578326
286,96.34499892,0.01695017,0.01489513
287,96.73865848,0.00407761,0.01507700
288,96.47057848,-0.00277502,0.01431367
289,98.86606387,0.02452797,0.01359850
290,97.68038184,-0.01206531,0.01507791
291,99.81932170,0.02166103,0.01475802
292,99.97265736,0.00153495,0.01555793
293,100.99328397,0.01015730,0.01469617
294,101.88060327,0.00874755,0.01427928
295,102.58057121,0.00684698,0.01381901
296,101.44389088,-0.01114270,0.01330445
297,102.19628864,0.00738952,0.01314813
298,101.55883649,-0.00625706,0.01274373
299,101.23890318,-0.00315520,0.01232710
300,104.38667226,0.03061891,0.01183889
301,105.08181789,0.00663726,0.01492941
302,105.66103049,0.00549688,0.01427793
303,105.19650355,-0.00440608,0.01364925
304,104.98285559,-0.00203301,0.01304983
305,106.66930800,0.01593641,0.01245659
306,106.73012753,0.00057001,0.01293401
307,106.56971517,-0.00150410,0.01233806
308,105.10656830,-0.01382460,0.01181609
309,104.23988225,-0.00827997,0.01215684
310,103.30294232,-0.00902894,0.01193634
311,101.46431609,-0.01795869,0.01180072
312,100.92861577,-0.00529368,0.01267359
313,98.45229306,-0.02484140,0.01222003
314,98.76248402,0.00314572,0.01409395
315,98.94220652,0.00181809,0.01341018
316,98.01321460,-0.00943359,0.01277453
317,98.28865615,0.00280631,0.01255427
318,97.38058424,-0.00928177,0.01203145
319,94.58469714,-0.02913115,0.01190199
320,92.56866022,-0.02154506,0.01467212
321,93.35556538,0.00846484,0.01547254
322,93.82097101,0.00497292,0.01485446
323,91.76805407,-0.02212416,0.01414319
324,90.74299819,-0.01123293,0.01513186
325,88.76476079,-0.02204158,0.01473923
326,90.60130381,0.02047887,0.01559620
327,87.93040682,-0.02992293,0.01608395
328,89.64204580,0.01927880,0.01787254
329,88.94270686,-0.00783205,0.01785163
330,86.75586710,-0.02489437,0.01694145
331,86.81061397,0.00063085,0.01777453
332,85.78402057,-0.01189615,0.01669082
333,84.97392349,-0.00948832,0.01615388
334,85.55224371,0.00678280,0.01551801
335,85.50592791,-0.00054152,0.01480837
336,84.56229093,-0.01109727,0.01401513
337,84.67696672,0.00135519,0.01375774
338,83.45047148,-0.01459033,0.01307929
339,84.11068413,0.00788030,0.01329268
340,85.77413119,0.01958386,0.01289965
341,87.18828851,0.01635256,0.01377656
342,87.40824473,0.00251960,0.01407356
343,87.63330789,0.00257154,0.01337872
344,87.55668409,-0.00087475,0.01275943
345,86.81658052,-0.00848878,0.01218438
346,87.63955660,0.00943483,0.01197481
347,87.56908239,-0.00080446,0.01186542
348,88.43985343,0.00989470,0.01139012
349,88.20302956,-0.00268139,0.01140461
350,87.35586142,-0.00965117,0.01101246
351,86.09458332,-0.01454364,0.01106335
352,84.80377762,-0.01510641,0.01162711
353,85.22711581,0.00497955,0.01215449
354,85.05335514,-0.00204088,0.01174953
355,84.69480816,-0.00422446,0.01130311
356,84.51588622,-0.00211478,0.01097182
357,84.31444788,-0.00238628,0.01061937
358,84.24250091,-0.00085368,0.01031624
359,85.17483504,0.01100647,0.01002666
360,85.71542992,0.00632683,0.01037150
361,84.31378204,-0.01648752,0.01026819
362,84.74137065,0.00505858,0.01126074
363,85.10905548,0.00432952,0.01097007
364,87.08550042,0.02295696,0.01068483
365,87.49926064,0.00473994,0.01263895
366,86.13602963,-0.01570256,0.01216668
367,84.46157013,-0.01963115,0.01266811
368,84.17882727,-0.00335321,0.01359952
369,84.84484179,0.00788077,0.01297418
370,84.40228316,-0.00522974,0.01262104
371,85.27348530,0.01026911,0.01217095
372,86.40355937,0.01316531,0.01210197
373,85.10349302,-0.01516079,0.01232159
374,84.37139689,-0.00863964,0.01272923
375,83.45977199,-0.01086370,0.01245763
376,82.55708036,-0.01087481,0.01239822
377,82.64998505,0.00112471,0.01234846
378,82.52388541,-0.00152687,0.01182110
379,81.51821492,-0.01226128,0.01135829
380,81.33197283,-0.00228728,0.01160573
381,80.51571224,-0.01008686,0.01118089
382,79.98587288,-0.00660232,0.01124433
383,79.90309098,-0.00103549,0.01103760
384,79.33006280,-0.00719738,0.01066122
385,80.29871919,0.01213651,0.01057320
386,81.56284347,0.01562014,0.01094318
387,80.20662626,-0.01676768,0.01167001
388,80.06444016,-0.00177432,0.01240469
389,80.89677860,0.01034219,0.01187896
390,81.94577789,0.01288378,0.01185914
391,83.00499235,0.01284297,0.01208894
392,83.13398155,0.00155279,0.01227662
393,81.87866371,-0.01521510,0.01176219
394,80.24727551,-0.02012563,0.01227790
395,80.66786784,0.00522752,0.01336558
396,84.03487458,0.04089156,0.01282871
397,84.18752249,0.00181484,0.01780734
398,85.57663069,0.01636552,0.01672918
399,82.54473056,-0.03607190,0.01657313
400,85.57659210,0.03607145,0.01932839
401,83.19215819,-0.02825870,0.02139307
402,85.87281355,0.03171420,0.02188309
403,87.22308249,0.01560171,0.02275122
404,89.20345886,0.02245081,0.02177881
405,87.83506527,-0.01545902,0.02153075
406,86.09218832,-0.02004212,0.02068660
407,85.67845886,-0.00481724,0.02034487
408,85.61961990,-0.00068698,0.01908264
409,85.54810326,-0.00083563,0.01787658
410,84.41633038,-0.01331796,0.01678411
411,85.94994393,0.01800421,0.01634586
412,85.59698171,-0.00411506,0.01641719
413,87.33526141,0.02010427,0.01551738
414,85.17752561,-0.02501668,0.01597150
415,83.77554024,-0.01659653,0.01701202
416,83.34192710,-0.00518933,0.01683871
417,79.63752362,-0.04546637,0.01592808
418,83.32762470,0.04529474,0.02079344
419,82.76988396,-0.00671585,0.02413863
420,81.60568423,-0.01416536,0.02257837
421,84.19363656,0.03122042,0.02152629
422,85.68851461,0.01759945,0.02239074
423,87.16344996,0.01706629,0.02161290
424,86.95795643,-0.00236035,0.02088482
425,85.99994800,-0.01107805,0.01952707
426,85.68966832,-0.00361443,0.01861136
427,86.46420647,0.00899827,0.01748519
428,88.98014667,0.02868274,0.01667240
429,89.97651539,0.01113542,0.01812577
430,94.14298089,0.04526600,0.01736841
431,95.75821208,0.01701169,0.02170976
432,96.04019407,0.00294040,0.02096560
433,96.82979663,0.00818797,0.01960835
434,97.87290785,0.01071501,0.01853426
435,97.81501990,-0.00059164,0.01770514
436,96.17630084,-0.01689517,0.01662787
437,94.78931629,-0.01452627,0.01653959
438,93.97117891,-0.00866858,0.01623655
439,92.83879420,-0.01212353,0.01554336
440,95.49834602,0.02824433,0.01516755
441,93.00277519,-0.02647959,0.01689144
442,93.33714184,0.00358879,0.01796217
443,94.33648516,0.01064990,0.01689768
444,94.49906132,0.00172188,0.01624943
445,92.28591916,-0.02369833,0.01532102
446,93.29644749,0.01089046,0.01629984
447,92.58606340,-0.00764340,0.01573824
448,90.41233550,-0.02375791,0.01504595
449,88.05294297,-0.02644245,0.01608935
450,88.37774711,0.00368195,0.01731928
451,88.29382501,-0.00095004,0.01631930
452,88.30352633,0.00010987,0.01537732
453,90.11889727,0.02034984,0.01452563
454,91.56529120,0.01592240,0.01519067
455,91.67416327,0.00118830,0.01521497
456,90.35833692,-0.01445730,0.01438444
457,88.32661269,-0.02274183,0.01437973
458,90.75472736,0.02711911,0.01541036
459,90.78482039,0.00033153,0.01689385
460,88.78098811,-0.02231957,0.01589348
461,90.32739449,0.01726826,0.01656890
462,89.00344287,-0.01476573,0.01652781
463,86.87897517,-0.02415899,0.01624795
464,87.23724584,0.00411531,0.01711030
465,85.16258975,-0.02406912,0.01614130
466,85.82338243,0.00772924,0.01701154
467,87.34881365,0.01761796,0.01618511
468,86.33092946,-0.01172153,0.01623895
469,86.00047305,-0.00383513,0.01574444
470,84.50667595,-0.01752226,0.01490554
471,86.53872606,0.02376148,0.01515096
472,88.27473263,0.01986190,0.01617343
473,88.53057891,0.00289410,0.01648612
474,87.59049258,-0.01067556,0.01555188
475,87.85366199,0.00300004,0.01506581
476,88.15418147,0.00341485,0.01427697
477,86.07954152,-0.02381557,0.01358025
478,86.47143941,0.00454241,0.01494918
479,84.77759262,-0.01978291,0.01421336
480,84.52111906,-0.00302984,0.01486112
481,85.00531858,0.00571239,0.01409408
482,85.24804976,0.00285141,0.01349480
483,85.42841282,0.00211351,0.01286881
484,85.48845824,0.00070263,0.01229683
485,85.00889067,-0.00562553,0.01177198
486,86.49237394,0.01730040,0.01144366
487,85.81324011,-0.00788294,0.01229813
488,84.96409266,-0.00994458,0.01203211
489,85.41137365,0.00525054,0.01195597
490,85.97891100,0.00662277,0.01158708
491,85.50843948,-0.00548697,0.01133611
492,84.83932511,-0.00785590,0.01105631
493,84.25922408,-0.00686113,0.01095797
494,84.01894433,-0.00285575,0.01080616
495,83.03549491,-0.01177414,0.01049155
496,83.43649572,0.00481765,0.01083627
497,83.76688264,0.00395192,0.01058924
498,83.31398320,-0.00542133,0.01033799
499,83.22285343,-0.00109441,0.01018735
500,82.82896690,-0.00474415,0.00991637
501,84.02832622,0.01437612,0.00978954
502,84.63588816,0.00720443,0.01058900
503,85.99898527,0.01597711,0.01051182
504,84.58500893,-0.01657845,0.01137763
505,82.20205450,-0.02857676,0.01214567
506,82.07528908,-0.00154331,0.01473271
507,82.42941723,0.00430539,0.01395468
508,85.74218088,0.03940252,0.01331829
509,85.98421227,0.00281880,0.01777712
510,89.89413068,0.04446895,0.01671576
511,87.49558670,-0.02704430,0.02110102
512,84.80832352,-0.03119466,0.02148498
513,84.98761572,0.00211186,0.02235340
514,83.58886745,-0.01659520,0.02086071
515,83.61376012,0.00029775,0.02018499
516,82.62935480,-0.01184310,0.01887665
517,80.98045996,-0.02015711,0.01808050
518,83.21303896,0.02719616,0.01812456
519,82.60000905,-0.00739426,0.01905749
520,84.37265156,0.02123353,0.01800492
521,82.12509172,-0.02699972,0.01818342
522,83.98091872,0.02234602,0.01907721
523,82.87059940,-0.01330927,0.01921675
524,82.36196155,-0.00615665,0.01848255
525,81.54999128,-0.00990748,0.01744002
526,80.19568710,-0.01674649,0.01668373
527,79.98919255,-0.00257820,0.01657225
528,81.20950122,0.01514072,0.01562396
529,81.34629314,0.00168302,0.01550536
530,81.98592229,0.00783229,0.01465049
531,81.39059180,-0.00728787,0.01409169
532,81.70449022,0.00384927,0.01356837
533,84.00309872,0.02774473,0.01296022
534,86.89528809,0.03385012,0.01515748
535,88.25361480,0.01551085,0.01788491
536,88.86715428,0.00692795,0.01749137
537,88.97419161,0.00120374,0.01657877
538,85.67903962,-0.03773813,0.01561320
539,86.38714343,0.00823064,0.01896373
540,87.80152661,0.01624003,0.01795700
541,88.01419039,0.00241917,0.01761986
542,87.25025920,-0.00871752,0.01656731
543,89.33257339,0.02358565,0.01583995
544,89.96396042,0.00704297,0.01670020
545,88.18038209,-0.02002464,0.01587522
546,90.42463748,0.02513226,0.01625785
547,92.26213292,0.02011703,0.01725784
548,90.50055931,-0.01927777,0.01742491
549,89.51045549,-0.01100059,0.01747131
550,87.72883971,-0.02010475,0.01677978
551,89.57736046,0.02085192,0.01702196
552,87.67100571,-0.02151138,0.01731373
553,88.68314396,0.01147860,0.01763730
554,88.88461336,0.00226921,0.01695845
555,87.45796981,-0.01618072,0.01596764
556,86.61954860,-0.00963281,0.01590290
557,85.85714480,-0.00884072,0.01530510
558,86.19400445,0.00391581,0.01472837
559,85.22915697,-0.01125703,0.01399713
560,85.90682562,0.00791969,0.01375513
561,85.44550335,-0.00538450,0.01330772
562,84.54491218,-0.01059589,0.01278399
563,85.06946394,0.00618525,0.01265476
564,85.42762218,0.00420135,0.01224530
565,86.49156684,0.01237742,0.01179917
566,85.83978526,-0.00756432,0.01198571
567,85.85345062,0.00015918,0.01174013
568,85.82562126,-0.00032420,0.01127646
569,85.20210022,-0.00729149,0.01086717
570,86.41354930,0.01411840,0.01075628
571,87.72459461,0.01505782,0.01132589
572,88.79611531,0.01214060,0.01190413
573,87.06160031,-0.01972698,0.01204954
574,85.55841717,-0.01741653,0.01312738
575,85.96072681,0.00469114,0.01366794
576,85.74433366,-0.00252052,0.01307636
577,86.76944518,0.01188454,0.01248911
578,86.12800362,-0.00741994,0.01251820
579,84.35563910,-0.02079294,0.01219447
580,81.36574996,-0.03608724,0.01340276
581,80.76898942,-0.00736132,0.01711484
582,81.75009927,0.01207393,0.01626035
583,80.31389155,-0.01772442,0.01578978
584,80.76351948,0.00558277,0.01591650
585,83.30463509,0.03097882,0.01511461
586,82.38987240,-0.01104167,0.01732491
587,81.04542243,-0.01645275,0.01665297
588,81.91632458,0.01068853,0.01651643
589,81.72578896,-0.00232869,0.01591534
590,81.88549642,0.00195228,0.01502816
591,82.51782651,0.00769246,0.01422498
592,82.31190958,-0.00249854,0.01370821
593,82.47673515,0.00200045,0.01305189
594,80.10819647,-0.02913808,0.01245790
595,78.65373258,-0.01832309,0.01506062
596,76.93412947,-0.02210549,0.01537441
597,78.94222478,0.02576666,0.01611775
598,80.57938496,0.02052659,0.01723968
599,81.28403128,0.00870673,0.01745737
600,83.06656342,0.02169268,0.01663209
601,81.60221785,-0.01778581,0.01709356
602,81.76152364,0.00195032,0.01702923
603,79.43804164,-0.02882939,0.01602735
604,80.81316836,0.01716256,0.01764817
605,80.34386900,-0.00582414,0.01744118
606,80.62035666,0.00343540,0.01649113
607,80.78624837,0.00205558,0.01556740
608,79.55423171,-0.01536781,0.01471105
609,79.34689988,-0.00260957,0.01475024
610,78.09338356,-0.01592404,0.01398625
611,76.19852449,-0.02456324,0.01419966
612,75.60754466,-0.00778602,0.01554738
613,75.21912506,-0.00515055,0.01488372
614,76.59182826,0.01808487,0.01417566
615,78.28818566,0.02190632,0.01461209
616,79.29758422,0.01281096,0.01547497
617,81.63305356,0.02902658,0.01516462
618,83.15252083,0.01844227,0.01702131
619,80.70724247,-0.02984820,0.01703755
620,82.64440429,0.02371880,0.01859645
621,82.07492778,-0.00691453,0.01897925
622,80.89807190,-0.01444259,0.01791539
623,81.56833173,0.00825110,0.01742630
624,80.65919187,-0.01120832,0.01658109
625,81.21821856,0.00690682,0.01600798
626,79.66538799,-0.01930438,0.01525082
627,79.19867508,-0.00587564,0.01565136
628,80.11493989,0.01150278,0.01488868
629,80.29074847,0.00219205,0.01454831
630,81.62663743,0.01650125,0.01379803
631,82.96061464,0.01621033,0.01410876
632,82.67940375,-0.00339545,0.01433443
633,84.89548612,0.02645040,0.01363112
634,85.29872045,0.00473853,0.01542396
635,86.14336212,0.00985346,0.01464443
636,84.90706009,-0.01445566,0.01421265
637,86.67141287,0.02056686,0.01423363
638,88.60811101,0.02209930,0.01498353
639,87.61013913,-0.01132667,0.01580089
640,89.10186369,0.01688352,0.01533125
641,87.75833996,-0.01519335,0.01543682
642,90.46802853,0.03040961,0.01535041
643,91.80197421,0.01463729,0.01740012
644,93.18628982,0.01496680,0.01699337
645,91.75794431,-0.01544654,0.01666910
646,93.55778956,0.01942525,0.01643288
647,93.21313031,-0.00369072,0.01665136
648,90.38019932,-0.03086339,0.01571750
649,88.91933680,-0.01629558,0.01775496
650,89.90664890,0.01104227,0.01745014
651,92.09708866,0.02407143,0.01676378
652,91.39980355,-0.00760000,0.01751611
653,92.59356259,0.01297629,0.01663034
654,94.84107374,0.02398296,0.01618398
655,94.48127336,-0.00380093,0.01703383
656,95.77969388,0.01364905,0.01606466
657,96.44513604,0.00692361,0.01574776
658,98.04996688,0.01650291,0.01501955
659,98.98645118,0.00950577,0.01513220
660,100.26894858,0.01287308,0.01461752
661,99.28957164,-0.00981551,0.01442888
662,98.42671101,-0.00872833,0.01402135
663,97.10095766,-0.01356098,0.01359143
664,98.16092694,0.01085701,0.01361646
665,98.85766149,0.00707281,0.01339344
666,97.28805459,-0.01600484,0.01294137
667,96.90100295,-0.00398634,0.01334064
668,98.31692862,0.01450636,0.01276189
669,96.08275267,-0.02298640,0.01301842
670,97.57861581,0.01544854,0.01438384
671,97.47475619,-0.00106494,0.01448193
672,96.45797216,-0.01048604,0.01372519
673,95.36963654,-0.01134714,0.01345806
674,96.52098892,0.01200023,0.01329764
675,98.31685273,0.01843497,0.01321756
676,98.18099400,-0.00138280,0.01387382
677,97.68232808,-0.00509199,0.01318339
678,97.05414806,-0.00645161,0.01266192
679,98.15240161,0.01125234,0.01226532
680,99.15109020,0.01012346,0.01226922
681,100.52774453,0.01378890,0.01217383
